id,name,description,short_description,category,sub_category,grade,star,sprite,sprite_product,order,enchant_level,enchant_point,max_stack,option,option_client_only,price,sell_price,cash,ladder_point,boss_point,crusade_point,arena_point,worth,disabled,buff,set_id,item_info,model,hero_limit,model_level,max_socket,level_limit,rank_limit,hero_grade_limit,hero_level_limit,invasion_point
#fan_6B,신산의 본형,신산의 계가 담긴 형태의 손잡이입니다,,parts,,hero,6,fan_6B,,,,160,999,,,100000,10000,1000,450,2700,6750,13500,100000,,,,,,,,,,,,,
#fan_6C,신산의 부적,신산의 깨달음을 담은 부채의 장식입니다,,parts,,hero,6,fan_6C,,,,160,999,,,100000,10000,1000,450,2700,6750,13500,100000,,,,,,,,,,,,,
#fan_7A,신계의 장식,신의 한수를 만들고 얻은 부채의 장식입니다,,parts,,legend,7,fan_7A,,,,320,999,,,125000,12500,1250,2700,16200,40500,81000,125000,,,,,,,,,,,,,
#fan_7B,신계의 본,신의 한수를 만들면서 얻은 고뇌가 담긴 부채의 손잡이입니다,,parts,,legend,7,fan_7B,,,,320,999,,,125000,12500,1250,2700,16200,40500,81000,125000,,,,,,,,,,,,,
#fan_7C,신계의 부적,신의 한수의 깨달음이 담긴 부채에 붙이는 부적입니다,,parts,,legend,7,fan_7C,,,,320,999,,,125000,12500,1250,2700,16200,40500,81000,125000,,,,,,,,,,,,,
#heavy_armor_2A,철인의 호심구,철인의 심장을 지키던 갑옷입니다,,parts,,normal,2,heavy_armor_2A,,,,10,999,,,1000,100,10,1,6,15,30,1000,,,,,,,,,,,,,
#heavy_armor_3A,초인의 보호대,초인을 보호하던 상체 갑옷입니다,,parts,,magic,3,heavy_armor_3A,,,,20,999,,,2500,250,25,3,15,38,75,2500,,,,,,,,,,,,,
#heavy_armor_3B,초인의 요대,초인의 힘이 담긴 허리띠입니다,,parts,,magic,3,heavy_armor_3B,,,,20,999,,,2500,250,25,3,15,38,75,2500,,,,,,,,,,,,,
#heavy_armor_4A,영웅의 흉갑,영웅의 몸을 보호하던 상체 갑옷입니다,,parts,,rare,4,heavy_armor_4A,,,,40,999,,,12500,1250,125,13,75,188,375,12500,,,,,,,,,,,,,
#heavy_armor_4B,영웅의 하갑,영웅의 하체를 보호하던 갑옷입니다,,parts,,rare,4,heavy_armor_4B,,,,40,999,,,12500,1250,125,13,75,188,375,12500,,,,,,,,,,,,,
#heavy_armor_4C,영웅의 요대,영웅의 힘이 담긴 허리띠입니다,,parts,,rare,4,heavy_armor_4C,,,,40,999,,,12500,1250,125,13,75,188,375,12500,,,,,,,,,,,,,
#heavy_armor_5A,전설의 흉갑,전설의 몸을 보호하던 상체 갑옷입니다,,parts,,unique,5,heavy_armor_5A,,,,80,999,,,75000,7500,750,75,450,1125,2250,75000,,,,,,,,,,,,,
#heavy_armor_5B,전설의 하갑,전설의 하체를 보호하던 갑옷입니다,,parts,,unique,5,heavy_armor_5B,,,,80,999,,,75000,7500,750,75,450,1125,2250,75000,,,,,,,,,,,,,
#heavy_armor_5C,전설의 허리띠,전설의 힘이 담긴 허리띠입니다,,parts,,unique,5,heavy_armor_5C,,,,80,999,,,75000,7500,750,75,450,1125,2250,75000,,,,,,,,,,,,,
#heavy_armor_6A,신화의 흉갑,신화의 몸을 보호하던 상체 갑옷입니다,,parts,,hero,6,heavy_armor_6A,,,,160,999,,,100000,10000,1000,450,2700,6750,13500,100000,,,,,,,,,,,,,
#heavy_armor_6B,신화의 하갑,신화의 하체를 보호하던 갑옷입니다,,parts,,hero,6,heavy_armor_6B,,,,160,999,,,100000,10000,1000,450,2700,6750,13500,100000,,,,,,,,,,,,,
#heavy_armor_6C,신화의 요대,신화의 힘이 담긴 허리띠입니다,,parts,,hero,6,heavy_armor_6C,,,,160,999,,,100000,10000,1000,450,2700,6750,13500,100000,,,,,,,,,,,,,
#heavy_armor_7A,치우의 흉갑,치우의 몸을 보호하던 상체 갑옷입니다,,parts,,legend,7,heavy_armor_7A,,,,320,999,,,125000,12500,1250,2700,16200,40500,81000,125000,,,,,,,,,,,,,
#heavy_armor_7B,치우의 하갑,치우의 하체를 보호하던 갑옷입니다,,parts,,legend,7,heavy_armor_7B,,,,320,999,,,125000,12500,1250,2700,16200,40500,81000,125000,,,,,,,,,,,,,
#heavy_armor_7C,치우의 장식,치우의 힘이 담긴 허리띠입니다,,parts,,legend,7,heavy_armor_7C,,,,320,999,,,125000,12500,1250,2700,16200,40500,81000,125000,,,,,,,,,,,,,
#heavy_helmet_2A,철인의 투구본,철인의 머리를 지키던 투구의 골격입니다,,parts,,normal,2,heavy_helmet_2A,,,,10,999,,,1000,100,10,1,6,15,30,1000,,,,,,,,,,,,,
#heavy_helmet_3A,초인의 투구본,초인의 머리를 지키던 투구의 골격입니다,,parts,,magic,3,heavy_helmet_3A,,,,20,999,,,2500,250,25,3,15,38,75,2500,,,,,,,,,,,,,
#heavy_helmet_3B,초인의 머리띠,초인의 힘이 담긴 머리띠입니다,,parts,,magic,3,heavy_helmet_3B,,,,20,999,,,2500,250,25,3,15,38,75,2500,,,,,,,,,,,,,
#heavy_helmet_4A,영웅의 투구본,영웅의 머리를 지키던 투구의 골격입니다,,parts,,rare,4,heavy_helmet_4A,,,,40,999,,,12500,1250,125,13,75,188,375,12500,,,,,,,,,,,,,
#heavy_helmet_4B,영웅의 투구 장식,영웅의 혼이 담긴 머리띠입니다,,parts,,rare,4,heavy_helmet_4B,,,,40,999,,,12500,1250,125,13,75,188,375,12500,,,,,,,,,,,,,
#heavy_helmet_4C,영웅의 부적,영웅의 힘이 담긴 부적입니다,,parts,,rare,4,heavy_helmet_4C,,,,40,999,,,12500,1250,125,13,75,188,375,12500,,,,,,,,,,,,,
#heavy_helmet_5A,전설의 투구본,전설의 머리를 지키던 투구의 골격입니다,,parts,,unique,5,heavy_helmet_5A,,,,80,999,,,75000,7500,750,75,450,1125,2250,75000,,,,,,,,,,,,,
#heavy_helmet_5B,전설의 투구 장식,전설의 혼이 담긴 머리띠입니다,,parts,,unique,5,heavy_helmet_5B,,,,80,999,,,75000,7500,750,75,450,1125,2250,75000,,,,,,,,,,,,,
#heavy_helmet_5C,전설의 부적,전설의 힘이 담긴 부적입니다,,parts,,unique,5,heavy_helmet_5C,,,,80,999,,,75000,7500,750,75,450,1125,2250,75000,,,,,,,,,,,,,
#heavy_helmet_6A,신화의 투구본,신화의 머리를 지키던 투구의 골격입니다,,parts,,hero,6,heavy_helmet_6A,,,,160,999,,,100000,10000,1000,450,2700,6750,13500,100000,,,,,,,,,,,,,
#heavy_helmet_6B,신화의 투구 장식,신화의 혼이 담긴 머리띠입니다,,parts,,hero,6,heavy_helmet_6B,,,,160,999,,,100000,10000,1000,450,2700,6750,13500,100000,,,,,,,,,,,,,
#heavy_helmet_6C,신화의 부적,신화의 힘이 담긴 부적입니다,,parts,,hero,6,heavy_helmet_6C,,,,160,999,,,100000,10000,1000,450,2700,6750,13500,100000,,,,,,,,,,,,,
#heavy_helmet_7A,치우의 투구본,치우의 머리를 지키던 투구의 골격입니다,,parts,,legend,7,heavy_helmet_7A,,,,320,999,,,125000,12500,1250,2700,16200,40500,81000,125000,,,,,,,,,,,,,
#heavy_helmet_7B,치우의 투구 장식,치우의 혼이 담긴 머리띠입니다,,parts,,legend,7,heavy_helmet_7B,,,,320,999,,,125000,12500,1250,2700,16200,40500,81000,125000,,,,,,,,,,,,,
#heavy_helmet_7C,치우의 부적,치우의 힘이 담긴 부적입니다,,parts,,legend,7,heavy_helmet_7C,,,,320,999,,,125000,12500,1250,2700,16200,40500,81000,125000,,,,,,,,,,,,,
#light_armor_2A,청랑의 호심갑,푸른 늑대의 가죽으로 만든 가슴을 지키는 갑옷입니다,,parts,,normal,2,light_armor_2A,,,,10,999,,,1000,100,10,1,6,15,30,1000,,,,,,,,,,,,,
#light_armor_3A,기린의 엄심갑,기린의 가죽으로 만든 가슴을 지키는 갑옷입니다,,parts,,magic,3,light_armor_3A,,,,20,999,,,2500,250,25,3,15,38,75,2500,,,,,,,,,,,,,
#light_armor_3B,기린의 하갑,기린의 가죽으로 만든 하체를 지키는 갑옷입니다,,parts,,magic,3,light_armor_3B,,,,20,999,,,2500,250,25,3,15,38,75,2500,,,,,,,,,,,,,
#light_armor_4A,사자의 호심갑,사자의 가죽으로 만든 가슴을 지키는 갑옷입니다,,parts,,rare,4,light_armor_4A,,,,40,999,,,12500,1250,125,13,75,188,375,12500,,,,,,,,,,,,,
#light_armor_4B,사자의 하갑,사자의 가죽으로 만든 하체를 지키는 갑옷입니다,,parts,,rare,4,light_armor_4B,,,,40,999,,,12500,1250,125,13,75,188,375,12500,,,,,,,,,,,,,
#light_armor_4C,사자의 요대,사자의 힘이 담긴 허리띠입니다,,parts,,rare,4,light_armor_4C,,,,40,999,,,12500,1250,125,13,75,188,375,12500,,,,,,,,,,,,,
#light_armor_5A,대붕의 호심갑,대붕의 가죽으로 만든 가슴을 지키는 갑옷입니다,,parts,,unique,5,light_armor_5A,,,,80,999,,,75000,7500,750,75,450,1125,2250,75000,,,,,,,,,,,,,
#light_armor_5B,대붕의 하갑,대붕의 가죽으로 만든 하체를 지키는 갑옷입니다,,parts,,unique,5,light_armor_5B,,,,80,999,,,75000,7500,750,75,450,1125,2250,75000,,,,,,,,,,,,,
#light_armor_5C,대붕의 요대,대붕의 힘이 담긴 허리띠입니다,,parts,,unique,5,light_armor_5C,,,,80,999,,,75000,7500,750,75,450,1125,2250,75000,,,,,,,,,,,,,
#light_armor_6A,비호의 호심갑,비호의 가죽으로 만든 가슴을 지키는 갑옷입니다,,parts,,hero,6,light_armor_6A,,,,160,999,,,100000,10000,1000,450,2700,6750,13500,100000,,,,,,,,,,,,,
#light_armor_6B,비호의 하갑,비호의 가죽으로 만든 하체를 지키는 갑옷입니다,,parts,,hero,6,light_armor_6B,,,,160,999,,,100000,10000,1000,450,2700,6750,13500,100000,,,,,,,,,,,,,
#light_armor_6C,비호의 허리띠,비호의 힘이 담긴 허리띠입니다,,parts,,hero,6,light_armor_6C,,,,160,999,,,100000,10000,1000,450,2700,6750,13500,100000,,,,,,,,,,,,,
#light_armor_7A,천룡의 엄심갑,천룡의 가죽으로 만든 가슴을 지키는 갑옷입니다,,parts,,legend,7,light_armor_7A,,,,320,999,,,125000,12500,1250,2700,16200,40500,81000,125000,,,,,,,,,,,,,
#light_armor_7B,천룡의 하갑,천룡의 가죽으로 만든 하체를 지키는 갑옷입니다,,parts,,legend,7,light_armor_7B,,,,320,999,,,125000,12500,1250,2700,16200,40500,81000,125000,,,,,,,,,,,,,
#light_armor_7C,천룡의 허리띠,천룡의 힘이 담긴 허리띠입니다,,parts,,legend,7,light_armor_7C,,,,320,999,,,125000,12500,1250,2700,16200,40500,81000,125000,,,,,,,,,,,,,
#light_helmet_2A,청랑의 투구본,푸른 늑대의 가죽으로 만든  투구의 골격입니다,,parts,,normal,2,light_helmet_2A,,,,10,999,,,1000,100,10,1,6,15,30,1000,,,,,,,,,,,,,
#light_helmet_3A,기린의 투구본,기린의 가죽으로 만든  투구의 골격입니다,,parts,,magic,3,light_helmet_3A,,,,20,999,,,2500,250,25,3,15,38,75,2500,,,,,,,,,,,,,
#light_helmet_3B,기린의 투구 장식,기린의 힘을 담은 머리띠입니다,,parts,,magic,3,light_helmet_3B,,,,20,999,,,2500,250,25,3,15,38,75,2500,,,,,,,,,,,,,
#light_helmet_4A,사자의 투구본,사자의 가죽으로 만든  투구의 골격입니다,,parts,,rare,4,light_helmet_4A,,,,40,999,,,12500,1250,125,13,75,188,375,12500,,,,,,,,,,,,,
#light_helmet_4B,사자의 투구 장식,사자의 힘을 담은 머리띠입니다,,parts,,rare,4,light_helmet_4B,,,,40,999,,,12500,1250,125,13,75,188,375,12500,,,,,,,,,,,,,
#light_helmet_4C,사자의 눈,사자의 혼이 담긴 투구장식입니다,,parts,,rare,4,light_helmet_4C,,,,40,999,,,12500,1250,125,13,75,188,375,12500,,,,,,,,,,,,,
#light_helmet_5A,대붕의 투구본,대붕의 가죽으로 만든  투구의 골격입니다,,parts,,unique,5,light_helmet_5A,,,,80,999,,,75000,7500,750,75,450,1125,2250,75000,,,,,,,,,,,,,
#light_helmet_5B,대붕의 투구 장식,대붕의 힘을 담은 머리띠입니다,,parts,,unique,5,light_helmet_5B,,,,80,999,,,75000,7500,750,75,450,1125,2250,75000,,,,,,,,,,,,,
#light_helmet_5C,대붕의 부리,대붕의 혼이 담긴 투구장식입니다,,parts,,unique,5,light_helmet_5C,,,,80,999,,,75000,7500,750,75,450,1125,2250,75000,,,,,,,,,,,,,
#light_helmet_6A,비호의 투구본,비호의 가죽으로 만든 투구의 골격입니다,,parts,,hero,6,light_helmet_6A,,,,160,999,,,100000,10000,1000,450,2700,6750,13500,100000,,,,,,,,,,,,,
#light_helmet_6B,비호의 투구 장식,비호의 힘을 담은 머리띠입니다,,parts,,hero,6,light_helmet_6B,,,,160,999,,,100000,10000,1000,450,2700,6750,13500,100000,,,,,,,,,,,,,
#light_helmet_6C,비호의 꼬리털,비호의 혼이 담긴 꼬리로 만든 투구장식입니다,,parts,,hero,6,light_helmet_6C,,,,160,999,,,100000,10000,1000,450,2700,6750,13500,100000,,,,,,,,,,,,,
#light_helmet_7A,천룡의 투구본,천룡의 가죽으로 만든  투구의 골격입니다,,parts,,legend,7,light_helmet_7A,,,,320,999,,,125000,12500,1250,2700,16200,40500,81000,125000,,,,,,,,,,,,,
#light_helmet_7B,천룡의 투구 장식,천룡의 힘을 담은 머리띠입니다,,parts,,legend,7,light_helmet_7B,,,,320,999,,,125000,12500,1250,2700,16200,40500,81000,125000,,,,,,,,,,,,,
#light_helmet_7C,천룡의 부적,천룡의 힘이 담긴 부적입니다,,parts,,legend,7,light_helmet_7C,,,,320,999,,,125000,12500,1250,2700,16200,40500,81000,125000,,,,,,,,,,,,,
#cloth_2A,서생의 외출복,서생들이 외출할 때 입는 옷입니다,,parts,,normal,2,cloth_2A,,,,10,999,,,1000,100,10,1,6,15,30,1000,,,,,,,,,,,,,
#cloth_3A,학사의 속옷,학사들이 공부할 때 입는 옷입니다,,parts,,magic,3,cloth_3A,,,,20,999,,,2500,250,25,3,15,38,75,2500,,,,,,,,,,,,,
#cloth_3B,학사의 겉옷,학사들이 외출할 때 입는 겉옷입니다,,parts,,magic,3,cloth_3B,,,,20,999,,,2500,250,25,3,15,38,75,2500,,,,,,,,,,,,,
#cloth_4A,관리의 외투,관리가 외출할 때 입는 옷입니다,,parts,,rare,4,cloth_4A,,,,40,999,,,12500,1250,125,13,75,188,375,12500,,,,,,,,,,,,,
#cloth_4B,관리의 속옷,관리가 업무 볼 때 입는 옷입니다,,parts,,rare,4,cloth_4B,,,,40,999,,,12500,1250,125,13,75,188,375,12500,,,,,,,,,,,,,
#cloth_4C,관리의 요대,관리의 경험이 담긴 허리띠입니다,,parts,,rare,4,cloth_4C,,,,40,999,,,12500,1250,125,13,75,188,375,12500,,,,,,,,,,,,,
#cloth_5A,고관의 외투,고관의 지엄이 담긴 외투입니다,,parts,,unique,5,cloth_5A,,,,80,999,,,75000,7500,750,75,450,1125,2250,75000,,,,,,,,,,,,,
#cloth_5B,고관의 속옷,고관의 지혜가 담긴 속에 받쳐 입는 옷입니다,,parts,,unique,5,cloth_5B,,,,80,999,,,75000,7500,750,75,450,1125,2250,75000,,,,,,,,,,,,,
#cloth_5C,고관의 허리띠,고관의 경험이 담긴 허리띠입니다,,parts,,unique,5,cloth_5C,,,,80,999,,,75000,7500,750,75,450,1125,2250,75000,,,,,,,,,,,,,
#cloth_6A,승상의 겉옷,승상의 지엄이 담긴 외투입니다,,parts,,hero,6,cloth_6A,,,,160,999,,,100000,10000,1000,450,2700,6750,13500,100000,,,,,,,,,,,,,
#cloth_6B,승상의 속옷,승상의 철학이 담긴 속에 받쳐 입는 옷입니다,,parts,,hero,6,cloth_6B,,,,160,999,,,100000,10000,1000,450,2700,6750,13500,100000,,,,,,,,,,,,,
#cloth_6C,승상의 요대,승상의 경험이 담긴 허리띠입니다,,parts,,hero,6,cloth_6C,,,,160,999,,,100000,10000,1000,450,2700,6750,13500,100000,,,,,,,,,,,,,
#cloth_7A,구석의 망토,황제가 내려준 망토입니다,,parts,,legend,7,cloth_7A,,,,320,999,,,125000,12500,1250,2700,16200,40500,81000,125000,,,,,,,,,,,,,
#cloth_7B,구석의 용포,황제가 내려준 용포입니다,,parts,,legend,7,cloth_7B,,,,320,999,,,125000,12500,1250,2700,16200,40500,81000,125000,,,,,,,,,,,,,
#cloth_7C,구석의 요대,황제가 내려준 허리 띠입니다,,parts,,legend,7,cloth_7C,,,,320,999,,,125000,12500,1250,2700,16200,40500,81000,125000,,,,,,,,,,,,,
#hat_2A,서생의 모자본,서생들이 외출할 때 쓰는 모자의 골격입니다,,parts,,normal,2,hat_2A,,,,10,999,,,1000,100,10,1,6,15,30,1000,,,,,,,,,,,,,
#hat_3A,학사의 관,학사들이 외출할 때 쓰는 모자의 골격입니다,,parts,,magic,3,hat_3A,,,,20,999,,,2500,250,25,3,15,38,75,2500,,,,,,,,,,,,,
#hat_3B,학사의 머리띠,학사들이 공부할 때 쓰는 머리띠입니다,,parts,,magic,3,hat_3B,,,,20,999,,,2500,250,25,3,15,38,75,2500,,,,,,,,,,,,,
#hat_4A,관리의 예모본,관리가 업무볼 때 쓰는 모자의 골격입니다,,parts,,rare,4,hat_4A,,,,40,999,,,12500,1250,125,13,75,188,375,12500,,,,,,,,,,,,,
#hat_4B,관리의 예모관,관리가 외출할 때 쓰는 관입니다,,parts,,rare,4,hat_4B,,,,40,999,,,12500,1250,125,13,75,188,375,12500,,,,,,,,,,,,,
#hat_4C,관리의 표식,관리의 경험이 담긴 머리띠입니다,,parts,,rare,4,hat_4C,,,,40,999,,,12500,1250,125,13,75,188,375,12500,,,,,,,,,,,,,
#hat_5A,고관의 통천모,고관의 지엄이 담긴 모자입니다,,parts,,unique,5,hat_5A,,,,80,999,,,75000,7500,750,75,450,1125,2250,75000,,,,,,,,,,,,,
#hat_5B,고관의 통천대,고관의 지혜가 담긴 머리띠입니다,,parts,,unique,5,hat_5B,,,,80,999,,,75000,7500,750,75,450,1125,2250,75000,,,,,,,,,,,,,
#hat_5C,고관의 장식,고관의 경험이 담긴 머리 장식입니다,,parts,,unique,5,hat_5C,,,,80,999,,,75000,7500,750,75,450,1125,2250,75000,,,,,,,,,,,,,
#hat_6A,승상의 익선모,승상의 지엄이 담긴 모자입니다,,parts,,hero,6,hat_6A,,,,160,999,,,100000,10000,1000,450,2700,6750,13500,100000,,,,,,,,,,,,,
#hat_6B,승상의 익선대,승상의 철학이 담긴 머리띠입니다,,parts,,hero,6,hat_6B,,,,160,999,,,100000,10000,1000,450,2700,6750,13500,100000,,,,,,,,,,,,,
#hat_6C,승상의 장식,승상의 경험이 담긴 머리 장식입니다,,parts,,hero,6,hat_6C,,,,160,999,,,100000,10000,1000,450,2700,6750,13500,100000,,,,,,,,,,,,,
#hat_7A,구석의 면관,황제가 내려준 면류관의 일부분입니다,,parts,,legend,7,hat_7A,,,,320,999,,,125000,12500,1250,2700,16200,40500,81000,125000,,,,,,,,,,,,,
#hat_7B,구석의 장식,황제가 내려준 면류관의 장식입니다,,parts,,legend,7,hat_7B,,,,320,999,,,125000,12500,1250,2700,16200,40500,81000,125000,,,,,,,,,,,,,
#hat_7C,구석의 류관,황제가 내려준 면류관의 일부분입니다,,parts,,legend,7,hat_7C,,,,320,999,,,125000,12500,1250,2700,16200,40500,81000,125000,,,,,,,,,,,,,
&glaive_5,폭풍의 방천극 도안,폭풍의 방천극의 제조 비법이 담긴 도안입니다,,recipe,,unique,5,unique_recipe,,,,,999,,,50000,5000,500,225,1350,3375,6750,50000,,,,,,,,,,,,,
&glaive_6,황룡의 언월도 도안,황룡의 언월도의 제조 비법이 담긴 도안입니다,,recipe,,hero,6,hero_recipe,,,,,999,,,100000,10000,1,1,1,1,1,100000,,,,,,,,,,,,,
&glaive_7,천신의 언월도 도안,천신의 언월도의 제조 비법이 담긴 도안입니다,,recipe,,legend,7,legend_recipe,,,,,999,,,1500000,20000,1,1,1,1,1,1500000,,,,,,,,,,,,,
&mighty_5,군주의 대부 도안,군주의 대부를 제작할 수 있는 비법이 담겨 있습니다,,recipe,,unique,5,unique_recipe,,,,,999,,,50000,5000,500,225,1350,3375,6750,50000,,,,,,,,,,,,,
&mighty_6,열왕의 강철추 도안,열왕의 강철추를 제작할 수 있는 비법이 담겨 있습니다,,recipe,,hero,6,hero_recipe,,,,,999,,,100000,10000,1,1,1,1,1,100000,,,,,,,,,,,,,
&mighty_7,황제의 한철대부 도안,황제의 한철대부를 제작할 수 있는 비법이 담겨 있습니다,,recipe,,legend,7,legend_recipe,,,,,999,,,1500000,20000,1,1,1,1,1,1500000,,,,,,,,,,,,,
&gauntlet_5,전설의 장갑 도안,전설의 장갑을 제작할 수 있는 비법이 담겨 있습니다,,recipe,,unique,5,unique_recipe,,,,,999,,,50000,5000,500,225,1350,3375,6750,50000,,,,,,,,,,,,,
&gauntlet_6,신화의 장갑 도안,신화의 장갑을 제작할 수 있는 비법이 담겨 있습니다,,recipe,,hero,6,hero_recipe,,,,,999,,,100000,10000,1,1,1,1,1,100000,,,,,,,,,,,,,
&gauntlet_7,치우의 장갑 도안,치우의 장갑을 제작할 수 있는 비법이 담겨 있습니다,,recipe,,legend,7,legend_recipe,,,,,999,,,1500000,20000,1,1,1,1,1,1500000,,,,,,,,,,,,,
&spear_5,대붕의 창 도안,대붕의 창을 제작할 수 있는 비법이 담겨 있습니다,,recipe,,unique,5,unique_recipe,,,,,999,,,50000,5000,500,225,1350,3375,6750,50000,,,,,,,,,,,,,
&spear_6,비호의 사모 도안,비호의 사모를 제작할 수 있는 비법이 담겨 있습니다,,recipe,,hero,6,hero_recipe,,,,,999,,,100000,10000,1,1,1,1,1,100000,,,,,,,,,,,,,
&spear_7,천룡의 창 도안,천룡의 창을 제작할 수 있는 비법이 담겨 있습니다,,recipe,,legend,7,legend_recipe,,,,,999,,,1500000,20000,1,1,1,1,1,1500000,,,,,,,,,,,,,
&dual_5,벽력의 권 도안,벽력의 권을 제작할 수 있는 비법이 담겨 있습니다,,recipe,,unique,5,unique_recipe,,,,,999,,,50000,5000,500,225,1350,3375,6750,50000,,,,,,,,,,,,,
&dual_6,붕괴의 철퇴 도안,붕괴의 철퇴를 제작할 수 있는 비법이 담겨 있습니다,,recipe,,hero,6,hero_recipe,,,,,999,,,100000,10000,1,1,1,1,1,100000,,,,,,,,,,,,,
&dual_7,암흑의 묵철퇴 도안,암흑의 묵철퇴를 제작할 수 있는 비법이 담겨 있습니다,,recipe,,legend,7,legend_recipe,,,,,999,,,1500000,20000,1,1,1,1,1,1500000,,,,,,,,,,,,,
&sword_5,정복의 패검 도안,정복의 패검을 제작할 수 있는 비법이 담겨 있습니다,,recipe,,unique,5,unique_recipe,,,,,999,,,50000,5000,500,225,1350,3375,6750,50000,,,,,,,,,,,,,
&sword_6,천하의 신검 도안,천하의 신검을 제작할 수 있는 비법이 담겨 있습니다,,recipe,,hero,6,hero_recipe,,,,,999,,,100000,10000,1,1,1,1,1,100000,,,,,,,,,,,,,
&sword_7,천외의 성검 도안,천외의 성검을 제작할 수 있는 비법이 담겨 있습니다,,recipe,,legend,7,legend_recipe,,,,,999,,,1500000,20000,1,1,1,1,1,1500000,,,,,,,,,,,,,
&bow_5,부여의 맥궁 도안,부여의 맥궁을 제작할 수 있는 비법이 담겨 있습니다,,recipe,,unique,5,unique_recipe,,,,,999,,,50000,5000,500,225,1350,3375,6750,50000,,,,,,,,,,,,,
&bow_6,동이의 신궁 도안,동이의 신궁을 제작할 수 있는 비법이 담겨 있습니다,,recipe,,hero,6,hero_recipe,,,,,999,,,100000,10000,1,1,1,1,1,100000,,,,,,,,,,,,,
&bow_7,후예의 비궁 도안,후예의 비궁을 제작할 수 있는 비법이 담겨 있습니다,,recipe,,legend,7,legend_recipe,,,,,999,,,1500000,20000,1,1,1,1,1,1500000,,,,,,,,,,,,,
&crossbow_5,간장의 연노 도안,간장의 연노를 제작할 수 있는 비법이 담겨 있습니다,,recipe,,unique,5,unique_recipe,,,,,999,,,50000,5000,500,225,1350,3375,6750,50000,,,,,,,,,,,,,
&crossbow_6,구야자의 연노 도안,구야자의 연노를 제작할 수 있는 비법이 담겨 있습니다,,recipe,,hero,6,hero_recipe,,,,,999,,,100000,10000,1,1,1,1,1,100000,,,,,,,,,,,,,
&crossbow_7,화덕진군의 연노 도안,화덕진군의 연노를 제작할 수 있는 비법이 담겨 있습니다,,recipe,,legend,7,legend_recipe,,,,,999,,,1500000,20000,1,1,1,1,1,1500000,,,,,,,,,,,,,
&staff_5,선자의 지팡이 도안,선자의 지팡이를 제작할 수 있는 비법이 담겨 있습니다,,recipe,,unique,5,unique_recipe,,,,,999,,,50000,5000,500,225,1350,3375,6750,50000,,,,,,,,,,,,,
&staff_6,선인의 용장 도안,선인의 용장을 제작할 수 있는 비법이 담겨 있습니다,,recipe,,hero,6,hero_recipe,,,,,999,,,100000,10000,1,1,1,1,1,100000,,,,,,,,,,,,,
&staff_7,신선의 선장 도안,신선의 선장을 제작할 수 있는 비법이 담겨 있습니다,,recipe,,legend,7,legend_recipe,,,,,999,,,1500000,20000,1,1,1,1,1,1500000,,,,,,,,,,,,,
&instrument_5,낙안의 고금 도안,낙안의 고금을 제작할 수 있는 비법이 담겨 있습니다,,recipe,,unique,5,unique_recipe,,,,,999,,,50000,5000,500,225,1350,3375,6750,50000,,,,,,,,,,,,,
&instrument_6,수화의 호로사 도안,수화의 호로사를 제작할 수 있는 비법이 담겨 있습니다,,recipe,,hero,6,hero_recipe,,,,,999,,,100000,10000,1,1,1,1,1,100000,,,,,,,,,,,,,
&instrument_7,항아의 완 도안,항아의 완을 제작할 수 있는 비법이 담겨 있습니다,,recipe,,legend,7,legend_recipe,,,,,999,,,1500000,20000,1,1,1,1,1,1500000,,,,,,,,,,,,,
&fan_5,환계의 부채 도안,환계의 부채를 제작할 수 있는 비법이 담겨 있습니다,,recipe,,unique,5,unique_recipe,,,,,999,,,50000,5000,500,225,1350,3375,6750,50000,,,,,,,,,,,,,
&fan_6,신산의 부채 도안,신산의 부채를 제작할 수 있는 비법이 담겨 있습니다,,recipe,,hero,6,hero_recipe,,,,,999,,,100000,10000,1,1,1,1,1,100000,,,,,,,,,,,,,
&fan_7,신계의 부채 도안,신계의 부채를 제작할 수 있는 비법이 담겨 있습니다,,recipe,,legend,7,legend_recipe,,,,,999,,,1500000,20000,1,1,1,1,1,1500000,,,,,,,,,,,,,
&heavy_armor_5,전설의 갑옷 도안,전설의 갑옷을 제작할 수 있는 비법이 담겨 있습니다,,recipe,,unique,5,unique_recipe,,,,,999,,,50000,5000,500,225,1350,3375,6750,50000,,,,,,,,,,,,,
&heavy_armor_6,신화의 갑옷 도안,신화의 갑옷을 제작할 수 있는 비법이 담겨 있습니다,,recipe,,hero,6,hero_recipe,,,,,999,,,100000,10000,1,1,1,1,1,100000,,,,,,,,,,,,,
&heavy_armor_7,치우의 갑옷 도안,치우의 갑옷을 제작할 수 있는 비법이 담겨 있습니다,,recipe,,legend,7,legend_recipe,,,,,999,,,1500000,20000,1,1,1,1,1,1500000,,,,,,,,,,,,,
&heavy_helmet_5,전설의 투구 도안,전설의 투구를 제작할 수 있는 비법이 담겨 있습니다,,recipe,,unique,5,unique_recipe,,,,,999,,,50000,5000,500,225,1350,3375,6750,50000,,,,,,,,,,,,,
&heavy_helmet_6,신화의 투구 도안,신화의 투구를 제작할 수 있는 비법이 담겨 있습니다,,recipe,,hero,6,hero_recipe,,,,,999,,,100000,10000,1,1,1,1,1,100000,,,,,,,,,,,,,
