id,parent,order,level,counter,condition,reward kingdom_point,reward exp,reward gold,reward cash,reward food,reward ladder_point,reward boss_point,reward crusade_point,reward items,google,google progress,gamecenter,option
!extract-hero-10,extract-hero,10,50,80,extract-hero,100,,,100,,,,,,,,,
!extract-hero-11,extract-hero,11,50,100,extract-hero,110,,,110,,,,,,,,,
!extract-hero-12,extract-hero,12,50,120,extract-hero,120,,,120,,,,,,,,,
!extract-hero-13,extract-hero,13,50,140,extract-hero,130,,,130,,,,,,,,,
!extract-hero-14,extract-hero,14,50,160,extract-hero,140,,,140,,,,,,,,,
!extract-hero-15,extract-hero,15,50,180,extract-hero,150,,,150,,,,,,,,,
!extract-hero-16,extract-hero,16,50,200,extract-hero,160,,,160,,,,,,,,,
!extract-hero-17,extract-hero,17,50,225,extract-hero,170,,,170,,,,,,,,,
!extract-hero-18,extract-hero,18,50,250,extract-hero,180,,,180,,,,,,,,,
!extract-hero-19,extract-hero,19,50,275,extract-hero,190,,,190,,,,,,,,,
!extract-hero-20,extract-hero,20,50,300,extract-hero,200,,,200,,,,,,,,,
!levelup-element-1,levelup-element,1,40,1,levelup-element,10,,,10,,,,,,,,,
!levelup-element-2,levelup-element,2,40,5,levelup-element,20,,,20,,,,,,,,,
!levelup-element-3,levelup-element,3,40,10,levelup-element,30,,,30,,,,,,,,,
!levelup-element-4,levelup-element,4,40,25,levelup-element,40,,,40,,,,,,,,,
!levelup-element-5,levelup-element,5,40,50,levelup-element,50,,,50,,,,,,,,,
!levelup-element-6,levelup-element,6,40,75,levelup-element,60,,,60,,,,,,,,,
!levelup-element-7,levelup-element,7,40,100,levelup-element,70,,,70,,,,,,,,,
!levelup-element-8,levelup-element,8,40,150,levelup-element,80,,,80,,,,,,,,,
!levelup-element-9,levelup-element,9,40,200,levelup-element,90,,,90,,,,,,,,,
!levelup-element-10,levelup-element,10,40,250,levelup-element,100,,,100,,,,,,,,,
!levelup-element-11,levelup-element,11,40,300,levelup-element,110,,,110,,,,,,,,,
!levelup-element-12,levelup-element,12,40,350,levelup-element,120,,,120,,,,,,,,,
!levelup-element-13,levelup-element,13,40,400,levelup-element,130,,,130,,,,,,,,,
!clear-region-1,clear-region,1,10,3,clear-region,30,,,100,,,,,,,,,
!clear-region-2,clear-region,2,10,5,clear-region,50,,,100,,,,,,,,,
!clear-region-3,clear-region,3,10,8,clear-region,80,,,100,,,,,,,,,
!clear-region-4,clear-region,4,10,10,clear-region,100,,,100,,,,,,,,,
!clear-region-5,clear-region,5,10,15,clear-region,150,,,100,,,,,,,,,
!clear-region-6,clear-region,6,10,20,clear-region,200,,,100,,,,,,,,,
!clear-region-7,clear-region,7,10,25,clear-region,250,,,100,,,,,,,,,
!clear-region-8,clear-region,8,10,30,clear-region,300,,,100,,,,,,,,,
!clear-region-9,clear-region,9,10,35,clear-region,350,,,100,,,,,,,,,
!clear-region-10,clear-region,10,10,40,clear-region,400,,,100,,,,,,,,,
!clear-region-11,clear-region,11,10,45,clear-region,450,,,100,,,,,,,,,
!clear-region-12,clear-region,12,10,50,clear-region,500,,,100,,,,,,,,,
!clear-region-13,clear-region,13,10,55,clear-region,550,,,100,,,,,,,,,
!unite-kingdom,unite-kingdom,1,5,1,unite-kingdom,600,,,500,,,,,,,,unite,
!clear-campaign-1,clear-campaign,1,2,1,clear-campaign,10,,,10,,,,,,CgkI2ZO3uPMQEAIQBw,0.2,,
!clear-campaign-2,clear-campaign,2,2,2,clear-campaign,20,,,10,,,,,,CgkI2ZO3uPMQEAIQBw,0.4,,
!clear-campaign-3,clear-campaign,3,2,3,clear-campaign,30,,,10,,,,,,CgkI2ZO3uPMQEAIQBw,0.6,,
!clear-campaign-4,clear-campaign,4,2,4,clear-campaign,40,,,10,,,,,,CgkI2ZO3uPMQEAIQBw,0.8,,
!clear-campaign-5,clear-campaign,5,2,5,clear-campaign,50,,,10,,,,,,CgkI2ZO3uPMQEAIQBw,1,campaign1,
!clear-campaign-6,clear-campaign,6,2,6,clear-campaign,60,,,10,,,,,,CgkI2ZO3uPMQEAIQCA,0.2,,
!clear-campaign-7,clear-campaign,7,2,7,clear-campaign,70,,,10,,,,,,CgkI2ZO3uPMQEAIQCA,0.4,,
!clear-campaign-8,clear-campaign,8,2,8,clear-campaign,80,,,10,,,,,,CgkI2ZO3uPMQEAIQCA,0.6,,
!clear-campaign-9,clear-campaign,9,2,9,clear-campaign,90,,,10,,,,,,CgkI2ZO3uPMQEAIQCA,0.8,campaign2,
!clear-campaign-10,clear-campaign,10,2,10,clear-campaign,100,,,10,,,,,,CgkI2ZO3uPMQEAIQCA,1,,
!clear-campaign-11,clear-campaign,11,2,11,clear-campaign,110,,,10,,,,,,CgkI2ZO3uPMQEAIQCQ,0.2,,
!clear-campaign-12,clear-campaign,12,2,12,clear-campaign,120,,,10,,,,,,CgkI2ZO3uPMQEAIQCQ,0.4,,
!clear-campaign-13,clear-campaign,13,2,13,clear-campaign,130,,,10,,,,,,CgkI2ZO3uPMQEAIQCQ,0.6,,
!clear-campaign-14,clear-campaign,14,2,14,clear-campaign,140,,,10,,,,,,CgkI2ZO3uPMQEAIQCQ,0.8,campaign3,
!clear-campaign-15,clear-campaign,15,2,15,clear-campaign,150,,,10,,,,,,CgkI2ZO3uPMQEAIQCQ,1,,
!clear-campaign-16,clear-campaign,16,2,16,clear-campaign,160,,,10,,,,,,CgkI2ZO3uPMQEAIQDA,0.2,,
!clear-campaign-17,clear-campaign,17,2,17,clear-campaign,170,,,10,,,,,,CgkI2ZO3uPMQEAIQDA,0.4,,
!clear-campaign-18,clear-campaign,18,2,18,clear-campaign,180,,,10,,,,,,CgkI2ZO3uPMQEAIQDA,0.6,,
!clear-campaign-19,clear-campaign,19,2,19,clear-campaign,190,,,10,,,,,,CgkI2ZO3uPMQEAIQDA,0.8,,
!clear-campaign-20,clear-campaign,20,2,20,clear-campaign,200,,,10,,,,,,CgkI2ZO3uPMQEAIQDA,1,campaign4,
!clear-campaign-21,clear-campaign,21,2,21,clear-campaign,210,,,50,,,,,,,,,
!clear-campaign-22,clear-campaign,22,2,22,clear-campaign,220,,,50,,,,,,,,,
!clear-campaign-23,clear-campaign,23,2,23,clear-campaign,230,,,50,,,,,,,,,
!clear-campaign-24,clear-campaign,24,2,24,clear-campaign,240,,,50,,,,,,,,,
!clear-campaign-25,clear-campaign,25,2,25,clear-campaign,250,,,50,,,,,,,,campaign5,
!clear-campaign-26,clear-campaign,26,2,26,clear-campaign,260,,,50,,,,,,,,,
!clear-campaign-27,clear-campaign,27,2,27,clear-campaign,270,,,50,,,,,,,,,
!clear-campaign-28,clear-campaign,28,2,28,clear-campaign,280,,,50,,,,,,,,,
!clear-campaign-29,clear-campaign,29,2,29,clear-campaign,290,,,50,,,,,,,,,
!destroy-obstacle-1,destroy-obstacle,1,2,10,destroy-obstacle,10,,,,,,,,,,,,
!destroy-obstacle-2,destroy-obstacle,2,2,20,destroy-obstacle,20,,,,,,,,,,,,
!destroy-obstacle-3,destroy-obstacle,3,2,30,destroy-obstacle,30,,,,,,,,,CgkI2ZO3uPMQEAIQAQ,,obstacle30,
!destroy-obstacle-4,destroy-obstacle,4,2,40,destroy-obstacle,40,,,,,,,,,,,,
!destroy-obstacle-5,destroy-obstacle,5,2,50,destroy-obstacle,50,,,,,,,,,,,,
!facebook-mapping,facebook-mapping,1,1,1,facebook-mapping,,,,50,,,,,,,,,
!facebook-invite-1,facebook-invite,1,15,5,facebook-invite,,,50000,,,,,,,,,,
!facebook-invite-2,facebook-invite,2,15,10,facebook-invite,,,,250,,,,,,,,,
!facebook-invite-3,facebook-invite,3,15,15,facebook-invite,,,,500,,,,,,,,,
!facebook-invite-4,facebook-invite,4,15,20,facebook-invite,,,,750,,,,,,,,,
!facebook-invite-5,facebook-invite,5,15,30,facebook-invite,,,,,,,,,herottery_4_5 1,,,,
!levelup-package-1,levelup-package,1,1,15,levelup-package,,,,1000,,,,,,,,,
!levelup-package-2,levelup-package,2,1,20,levelup-package,,,,1000,,,,,,,,,
!levelup-package-3,levelup-package,3,1,25,levelup-package,,,,1500,,,,,,,,,
!levelup-package-4,levelup-package,4,1,30,levelup-package,,,,1500,,,,,,,,,
!levelup-package-5,levelup-package,5,1,35,levelup-package,,,,2000,,,,,,,,,
!levelup-package-6,levelup-package,6,1,40,levelup-package,,,,2000,,,,,,,,,
!levelup-package-7,levelup-package,7,1,45,levelup-package,,,,3000,,,,,,,,,
!levelup-package-8,levelup-package,8,1,50,levelup-package,,,,4000,,,,,,,,,
!levelup-package-2-1,levelup-package-2,1,1,53,levelup-package-2,,,,1000,,,,,,,,,
!levelup-package-2-2,levelup-package-2,2,1,56,levelup-package-2,,,,1000,,,,,,,,,
!levelup-package-2-3,levelup-package-2,3,1,60,levelup-package-2,,,,1000,,,,,,,,,
!levelup-package-2-4,levelup-package-2,4,1,63,levelup-package-2,,,,1500,,,,,,,,,
!levelup-package-2-5,levelup-package-2,5,1,66,levelup-package-2,,,,1500,,,,,,,,,
!levelup-package-2-6,levelup-package-2,6,1,70,levelup-package-2,,,,1500,,,,,,,,,
!levelup-package-2-7,levelup-package-2,7,1,73,levelup-package-2,,,,1500,,,,,,,,,
!levelup-package-2-8,levelup-package-2,8,1,76,levelup-package-2,,,,3000,,,,,,,,,
!levelup-package-2-9,levelup-package-2,9,1,80,levelup-package-2,,,,4000,,,,,,,,,
!levelup-package-3-1,levelup-package-3,1,1,81,levelup-package-3,,,,1000,,,,,,,,,
!levelup-package-3-2,levelup-package-3,2,1,82,levelup-package-3,,,,1000,,,,,,,,,
!levelup-package-3-3,levelup-package-3,3,1,83,levelup-package-3,,,,1000,,,,,,,,,
!levelup-package-3-4,levelup-package-3,4,1,84,levelup-package-3,,,,1500,,,,,,,,,
!levelup-package-3-5,levelup-package-3,5,1,85,levelup-package-3,,,,1500,,,,,,,,,
!levelup-package-3-6,levelup-package-3,6,1,86,levelup-package-3,,,,1500,,,,,,,,,
!levelup-package-3-7,levelup-package-3,7,1,87,levelup-package-3,,,,1500,,,,,,,,,
!levelup-package-3-8,levelup-package-3,8,1,88,levelup-package-3,,,,3000,,,,,,,,,
!levelup-package-3-9,levelup-package-3,9,1,89,levelup-package-3,,,,4000,,,,,,,,,
!vip-level-1,vip-level,1,1,1,vip-level,,,,100,,,,,,,,,
!vip-level-2,vip-level,2,1,2,vip-level,,,50000,,,,,,"hero_select_tank_3 1
exp_potion_4 5",,,,
!vip-level-3,vip-level,3,1,3,vip-level,,,50000,,,,,,"herottery_3_5 1
exp_potion_4 10",,,,
!vip-level-4,vip-level,4,1,4,vip-level,,,50000,,,,,,"hero_select_tank_4 1
exp_potion_4 20",,,,
!vip-level-5,vip-level,5,1,5,vip-level,,,50000,,,,,,"herottery_AA 1
HeroLetter jwa_ja 2",,,,
!vip-level-6,vip-level,6,1,6,vip-level,,,50000,,,,,,"herottery_3_5 2
exp_potion_4 40",,,,
!vip-level-7,vip-level,7,1,7,vip-level,,,100000,,,,,,"hero_select_AA 1
HeroLetter jwa_ja 3
HeroLetter jwa_ja 3
HeroLetter jwa_ja 3",,,,
!vip-level-8,vip-level,8,1,8,vip-level,,,200000,,,,,,"hero_select_AA 1
HeroLetter nam_hwa_no_seon 1
HeroLetter nam_hwa_no_seon 1
HeroLetter nam_hwa_no_seon 1",,,,
!vip-level-9,vip-level,9,1,9,vip-level,,,300000,,,,,,"hero_select_S 1
HeroLetter jwa_ja 3
HeroLetter jwa_ja 3
HeroLetter jwa_ja 3
HeroLetter jwa_ja 3",,,,
!vip-level-10,vip-level,10,1,10,vip-level,,,500000,,,,,,"hero_select_S 1
HeroLetter nam_hwa_no_seon 1
HeroLetter nam_hwa_no_seon 1
HeroLetter nam_hwa_no_seon 1
HeroLetter nam_hwa_no_seon 1",,,,
!vip-level-11,vip-level,11,1,11,vip-level,,,500000,,,,,,"hero_select_SS 1
HeroLetter jwa_ja 4
HeroLetter jwa_ja 4
HeroLetter jwa_ja 4",,,,
!vip-level-12,vip-level,12,1,12,vip-level,,,500000,,,,,,"hero_select_SS 1
HeroLetter nam_hwa_no_seon 2
HeroLetter nam_hwa_no_seon 2",,,,
!vip-level-13,vip-level,13,1,13,vip-level,,,1000000,,,,,,"hero_select_SSS 1
HeroLetter nam_hwa_no_seon 2
HeroLetter nam_hwa_no_seon 2
HeroLetter nam_hwa_no_seon 2",,,,
!vip-level-14,vip-level,14,1,14,vip-level,,,2000000,,,,,,"hero_select_SSS 1
HeroLetter nam_hwa_no_seon 2
HeroLetter nam_hwa_no_seon 2
HeroLetter nam_hwa_no_seon 2
HeroLetter nam_hwa_no_seon 2",,,,
!vip-level-15,vip-level,15,1,15,vip-level,,,3000000,,,,,,"hero_select_SSS 1
HeroLetter nam_hwa_no_seon 2
HeroLetter nam_hwa_no_seon 2
HeroLetter nam_hwa_no_seon 2
HeroLetter nam_hwa_no_seon 2
HeroLetter nam_hwa_no_seon 2",,,,
!vip-level-16,vip-level,16,1,16,vip-level,,,10000000,,,,,,"hero_select_SSS 1
HeroLetter nam_hwa_no_seon 3
HeroLetter nam_hwa_no_seon 3",,,,
!vip-level-17,vip-level,17,1,17,vip-level,,,12000000,,,,,,"hero_select_SSS 1
HeroLetter nam_hwa_no_seon 3
HeroLetter nam_hwa_no_seon 3
HeroLetter nam_hwa_no_seon 3",,,,
!vip-level-18,vip-level,18,1,18,vip-level,,,15000000,,,,,,"hero_select_SSS 1
HeroLetter nam_hwa_no_seon 3
HeroLetter nam_hwa_no_seon 3
HeroLetter nam_hwa_no_seon 3
HeroLetter nam_hwa_no_seon 3",,,,
!clear-campaign-star-normal-1-1,clear-campaign-star-normal-1,1,4,8,clear-campaign-star-normal-1,,,,,,,,,herottery_campaign_2 1,,,,
!clear-campaign-star-normal-1-2,clear-campaign-star-normal-1,2,4,16,clear-campaign-star-normal-1,,,,,,,,,herottery_campaign_2 1,,,,
!clear-campaign-star-normal-1-3,clear-campaign-star-normal-1,3,4,24,clear-campaign-star-normal-1,,,,100,,,,,,,,,
!clear-campaign-star-normal-2-1,clear-campaign-star-normal-2,1,4,8,clear-campaign-star-normal-2,,,,,,,,,herottery_campaign_2 1,,,,
!clear-campaign-star-normal-2-2,clear-campaign-star-normal-2,2,4,16,clear-campaign-star-normal-2,,,,,,,,,herottery_campaign_2 1,,,,
!clear-campaign-star-normal-2-3,clear-campaign-star-normal-2,3,4,24,clear-campaign-star-normal-2,,,,100,,,,,,,,,
!clear-campaign-star-normal-3-1,clear-campaign-star-normal-3,1,4,8,clear-campaign-star-normal-3,,,,,,,,,herottery_campaign_2 1,,,,
!clear-campaign-star-normal-3-2,clear-campaign-star-normal-3,2,4,16,clear-campaign-star-normal-3,,,,,,,,,herottery_campaign_2 1,,,,
!clear-campaign-star-normal-3-3,clear-campaign-star-normal-3,3,4,24,clear-campaign-star-normal-3,,,,100,,,,,,,,,
!clear-campaign-star-normal-4-1,clear-campaign-star-normal-4,1,4,8,clear-campaign-star-normal-4,,,,,,,,,herottery_campaign_2 1,,,,
!clear-campaign-star-normal-4-2,clear-campaign-star-normal-4,2,4,16,clear-campaign-star-normal-4,,,,,,,,,herottery_campaign_2 1,,,,
!clear-campaign-star-normal-4-3,clear-campaign-star-normal-4,3,4,24,clear-campaign-star-normal-4,,,,100,,,,,,,,,
!clear-campaign-star-normal-5-1,clear-campaign-star-normal-5,1,4,8,clear-campaign-star-normal-5,,,,,,,,,herottery_campaign_3 1,,,,
!clear-campaign-star-normal-5-2,clear-campaign-star-normal-5,2,4,16,clear-campaign-star-normal-5,,,,,,,,,herottery_campaign_3 1,,,,
!clear-campaign-star-normal-5-3,clear-campaign-star-normal-5,3,4,24,clear-campaign-star-normal-5,,,,100,,,,,,,,,
!clear-campaign-star-normal-6-1,clear-campaign-star-normal-6,1,4,8,clear-campaign-star-normal-6,,,,,,,,,herottery_campaign_3 1,,,,
!clear-campaign-star-normal-6-2,clear-campaign-star-normal-6,2,4,16,clear-campaign-star-normal-6,,,,,,,,,herottery_campaign_3 1,,,,
!clear-campaign-star-normal-6-3,clear-campaign-star-normal-6,3,4,24,clear-campaign-star-normal-6,,,,100,,,,,,,,,
!clear-campaign-star-normal-7-1,clear-campaign-star-normal-7,1,4,8,clear-campaign-star-normal-7,,,,,,,,,herottery_campaign_3 1,,,,
!clear-campaign-star-normal-7-2,clear-campaign-star-normal-7,2,4,16,clear-campaign-star-normal-7,,,,,,,,,herottery_campaign_3 1,,,,
!clear-campaign-star-normal-7-3,clear-campaign-star-normal-7,3,4,24,clear-campaign-star-normal-7,,,,100,,,,,,,,,
!clear-campaign-star-normal-8-1,clear-campaign-star-normal-8,1,4,8,clear-campaign-star-normal-8,,,,,,,,,herottery_campaign_3 1,,,,
!clear-campaign-star-normal-8-2,clear-campaign-star-normal-8,2,4,16,clear-campaign-star-normal-8,,,,,,,,,herottery_campaign_3 1,,,,
!clear-campaign-star-normal-8-3,clear-campaign-star-normal-8,3,4,24,clear-campaign-star-normal-8,,,,100,,,,,,,,,
!clear-campaign-star-normal-9-1,clear-campaign-star-normal-9,1,4,8,clear-campaign-star-normal-9,,,,,,,,,herottery_campaign_3 1,,,,
!clear-campaign-star-normal-9-2,clear-campaign-star-normal-9,2,4,16,clear-campaign-star-normal-9,,,,,,,,,herottery_campaign_3 1,,,,
!clear-campaign-star-normal-9-3,clear-campaign-star-normal-9,3,4,24,clear-campaign-star-normal-9,,,,100,,,,,,,,,
!clear-campaign-star-normal-10-1,clear-campaign-star-normal-10,1,4,8,clear-campaign-star-normal-10,,,,,,,,,herottery_campaign_3 1,,,,
!clear-campaign-star-normal-10-2,clear-campaign-star-normal-10,2,4,16,clear-campaign-star-normal-10,,,,,,,,,herottery_campaign_4 1,,,,
!clear-campaign-star-normal-10-3,clear-campaign-star-normal-10,3,4,24,clear-campaign-star-normal-10,,,,100,,,,,,,,,
!clear-campaign-star-normal-11-1,clear-campaign-star-normal-11,1,4,8,clear-campaign-star-normal-11,,,,,,,,,herottery_campaign_3 1,,,,
!clear-campaign-star-normal-11-2,clear-campaign-star-normal-11,2,4,16,clear-campaign-star-normal-11,,,,,,,,,herottery_campaign_4 1,,,,
!clear-campaign-star-normal-11-3,clear-campaign-star-normal-11,3,4,24,clear-campaign-star-normal-11,,,,100,,,,,,,,,
!clear-campaign-star-normal-12-1,clear-campaign-star-normal-12,1,4,8,clear-campaign-star-normal-12,,,,,,,,,herottery_campaign_4 1,,,,
!clear-campaign-star-normal-12-2,clear-campaign-star-normal-12,2,4,16,clear-campaign-star-normal-12,,,,,,,,,herottery_campaign_4 1,,,,
!clear-campaign-star-normal-12-3,clear-campaign-star-normal-12,3,4,24,clear-campaign-star-normal-12,,,,100,,,,,,,,,
!clear-campaign-star-normal-13-1,clear-campaign-star-normal-13,1,4,8,clear-campaign-star-normal-13,,,,,,,,,herottery_campaign_4 1,,,,
!clear-campaign-star-normal-13-2,clear-campaign-star-normal-13,2,4,16,clear-campaign-star-normal-13,,,,,,,,,herottery_campaign_4 1,,,,
!clear-campaign-star-normal-13-3,clear-campaign-star-normal-13,3,4,24,clear-campaign-star-normal-13,,,,100,,,,,,,,,
!clear-campaign-star-normal-14-1,clear-campaign-star-normal-14,1,4,8,clear-campaign-star-normal-14,,,,,,,,,herottery_campaign_4 1,,,,
!clear-campaign-star-normal-14-2,clear-campaign-star-normal-14,2,4,16,clear-campaign-star-normal-14,,,,,,,,,herottery_campaign_4 1,,,,
!clear-campaign-star-normal-14-3,clear-campaign-star-normal-14,3,4,24,clear-campaign-star-normal-14,,,,100,,,,,,,,,
!clear-campaign-star-normal-15-1,clear-campaign-star-normal-15,1,4,8,clear-campaign-star-normal-15,,,,,,,,,herottery_campaign_4 1,,,,
!clear-campaign-star-normal-15-2,clear-campaign-star-normal-15,2,4,16,clear-campaign-star-normal-15,,,,,,,,,herottery_campaign_4 1,,,,
!clear-campaign-star-normal-15-3,clear-campaign-star-normal-15,3,4,24,clear-campaign-star-normal-15,,,,100,,,,,,,,,
!clear-campaign-star-normal-16-1,clear-campaign-star-normal-16,1,4,8,clear-campaign-star-normal-16,,,,,,,,,herottery_campaign_4 1,,,,
!clear-campaign-star-normal-16-2,clear-campaign-star-normal-16,2,4,16,clear-campaign-star-normal-16,,,,,,,,,herottery_campaign_4 1,,,,
!clear-campaign-star-normal-16-3,clear-campaign-star-normal-16,3,4,24,clear-campaign-star-normal-16,,,,100,,,,,,,,,
!clear-campaign-star-normal-17-1,clear-campaign-star-normal-17,1,4,8,clear-campaign-star-normal-17,,,,,,,,,herottery_campaign_4 1,,,,
!clear-campaign-star-normal-17-2,clear-campaign-star-normal-17,2,4,16,clear-campaign-star-normal-17,,,,,,,,,herottery_campaign_5 1,,,,
!clear-campaign-star-normal-17-3,clear-campaign-star-normal-17,3,4,24,clear-campaign-star-normal-17,,,,100,,,,,,,,,
!clear-campaign-star-normal-18-1,clear-campaign-star-normal-18,1,4,8,clear-campaign-star-normal-18,,,,,,,,,herottery_campaign_4 1,,,,
!clear-campaign-star-normal-18-2,clear-campaign-star-normal-18,2,4,16,clear-campaign-star-normal-18,,,,,,,,,herottery_campaign_5 1,,,,
!clear-campaign-star-normal-18-3,clear-campaign-star-normal-18,3,4,24,clear-campaign-star-normal-18,,,,100,,,,,,,,,
!clear-campaign-star-normal-19-1,clear-campaign-star-normal-19,1,4,8,clear-campaign-star-normal-19,,,,,,,,,herottery_campaign_5 1,,,,
!clear-campaign-star-normal-19-2,clear-campaign-star-normal-19,2,4,16,clear-campaign-star-normal-19,,,,,,,,,herottery_campaign_5 1,,,,
!clear-campaign-star-normal-19-3,clear-campaign-star-normal-19,3,4,24,clear-campaign-star-normal-19,,,,100,,,,,,,,,
!clear-campaign-star-normal-20-1,clear-campaign-star-normal-20,1,4,8,clear-campaign-star-normal-20,,,,,,,,,herottery_campaign_5 1,,,,
!clear-campaign-star-normal-20-2,clear-campaign-star-normal-20,2,4,16,clear-campaign-star-normal-20,,,,,,,,,herottery_campaign_5 1,,,,
!clear-campaign-star-normal-20-3,clear-campaign-star-normal-20,3,4,24,clear-campaign-star-normal-20,,,,100,,,,,,,,,
!clear-campaign-star-normal-21-1,clear-campaign-star-normal-21,1,4,8,clear-campaign-star-normal-21,,,,,,,,,herottery_campaign_5 1,,,,
!clear-campaign-star-normal-21-2,clear-campaign-star-normal-21,2,4,16,clear-campaign-star-normal-21,,,,,,,,,herottery_campaign_5 1,,,,
!clear-campaign-star-normal-21-3,clear-campaign-star-normal-21,3,4,24,clear-campaign-star-normal-21,,,,150,,,,,,,,,
!clear-campaign-star-normal-22-1,clear-campaign-star-normal-22,1,4,8,clear-campaign-star-normal-22,,,,,,,,,herottery_campaign_5 1,,,,
!clear-campaign-star-normal-22-2,clear-campaign-star-normal-22,2,4,16,clear-campaign-star-normal-22,,,,,,,,,herottery_campaign_5 1,,,,
!clear-campaign-star-normal-22-3,clear-campaign-star-normal-22,3,4,24,clear-campaign-star-normal-22,,,,150,,,,,,,,,
!clear-campaign-star-normal-23-1,clear-campaign-star-normal-23,1,4,8,clear-campaign-star-normal-23,,,,,,,,,herottery_campaign_5 1,,,,
!clear-campaign-star-normal-23-2,clear-campaign-star-normal-23,2,4,16,clear-campaign-star-normal-23,,,,,,,,,herottery_campaign_5 1,,,,
!clear-campaign-star-normal-23-3,clear-campaign-star-normal-23,3,4,24,clear-campaign-star-normal-23,,,,150,,,,,,,,,
!clear-campaign-star-normal-24-1,clear-campaign-star-normal-24,1,4,8,clear-campaign-star-normal-24,,,,,,,,,herottery_campaign_5 1,,,,
!clear-campaign-star-normal-24-2,clear-campaign-star-normal-24,2,4,16,clear-campaign-star-normal-24,,,,,,,,,herottery_campaign_5 1,,,,
!clear-campaign-star-normal-24-3,clear-campaign-star-normal-24,3,4,24,clear-campaign-star-normal-24,,,,150,,,,,,,,,
!clear-campaign-star-normal-25-1,clear-campaign-star-normal-25,1,4,8,clear-campaign-star-normal-25,,,,,,,,,herottery_campaign_5 1,,,,
!clear-campaign-star-normal-25-2,clear-campaign-star-normal-25,2,4,16,clear-campaign-star-normal-25,,,,,,,,,herottery_campaign_5 1,,,,
!clear-campaign-star-normal-25-3,clear-campaign-star-normal-25,3,4,24,clear-campaign-star-normal-25,,,,150,,,,,,,,,
!clear-campaign-star-normal-26-1,clear-campaign-star-normal-26,1,4,8,clear-campaign-star-normal-26,,,,,,,,,herottery_campaign_5 1,,,,
!clear-campaign-star-normal-26-2,clear-campaign-star-normal-26,2,4,16,clear-campaign-star-normal-26,,,,,,,,,herottery_campaign_5 1,,,,
!clear-campaign-star-normal-26-3,clear-campaign-star-normal-26,3,4,24,clear-campaign-star-normal-26,,,,200,,,,,,,,,
!clear-campaign-star-normal-27-1,clear-campaign-star-normal-27,1,4,8,clear-campaign-star-normal-27,,,,,,,,,herottery_campaign_5 1,,,,
!clear-campaign-star-normal-27-2,clear-campaign-star-normal-27,2,4,16,clear-campaign-star-normal-27,,,,,,,,,herottery_campaign_5 1,,,,
!clear-campaign-star-normal-27-3,clear-campaign-star-normal-27,3,4,24,clear-campaign-star-normal-27,,,,200,,,,,,,,,
!clear-campaign-star-normal-28-1,clear-campaign-star-normal-28,1,4,8,clear-campaign-star-normal-28,,,,,,,,,herottery_campaign_5 1,,,,
!clear-campaign-star-normal-28-2,clear-campaign-star-normal-28,2,4,16,clear-campaign-star-normal-28,,,,,,,,,herottery_campaign_6 1,,,,
!clear-campaign-star-normal-28-3,clear-campaign-star-normal-28,3,4,24,clear-campaign-star-normal-28,,,,200,,,,,,,,,
!clear-campaign-star-normal-29-1,clear-campaign-star-normal-29,1,4,8,clear-campaign-star-normal-29,,,,,,,,,herottery_campaign_6 1,,,,
!clear-campaign-star-normal-29-2,clear-campaign-star-normal-29,2,4,16,clear-campaign-star-normal-29,,,,,,,,,herottery_campaign_6 1,,,,
!clear-campaign-star-normal-29-3,clear-campaign-star-normal-29,3,4,24,clear-campaign-star-normal-29,,,,200,,,,,,,,,
!clear-campaign-star-elite-1-1,clear-campaign-star-elite-1,1,5,8,clear-campaign-star-elite-1,,,,,,,,,herottery_campaign_2 1,,,,
!clear-campaign-star-elite-1-2,clear-campaign-star-elite-1,2,5,16,clear-campaign-star-elite-1,,,,,,,,,herottery_campaign_2 1,,,,
!clear-campaign-star-elite-1-3,clear-campaign-star-elite-1,3,5,24,clear-campaign-star-elite-1,,,,200,,,,,,,,,
!clear-campaign-star-elite-2-1,clear-campaign-star-elite-2,1,5,8,clear-campaign-star-elite-2,,,,,,,,,herottery_campaign_2 1,,,,
!clear-campaign-star-elite-2-2,clear-campaign-star-elite-2,2,5,16,clear-campaign-star-elite-2,,,,,,,,,herottery_campaign_2 1,,,,
!clear-campaign-star-elite-2-3,clear-campaign-star-elite-2,3,5,24,clear-campaign-star-elite-2,,,,200,,,,,,,,,
!clear-campaign-star-elite-3-1,clear-campaign-star-elite-3,1,5,8,clear-campaign-star-elite-3,,,,,,,,,herottery_campaign_3 1,,,,
!clear-campaign-star-elite-3-2,clear-campaign-star-elite-3,2,5,16,clear-campaign-star-elite-3,,,,,,,,,herottery_campaign_3 1,,,,
!clear-campaign-star-elite-3-3,clear-campaign-star-elite-3,3,5,24,clear-campaign-star-elite-3,,,,200,,,,,,,,,
!clear-campaign-star-elite-4-1,clear-campaign-star-elite-4,1,5,8,clear-campaign-star-elite-4,,,,,,,,,herottery_campaign_3 1,,,,
!clear-campaign-star-elite-4-2,clear-campaign-star-elite-4,2,5,16,clear-campaign-star-elite-4,,,,,,,,,herottery_campaign_3 1,,,,
!clear-campaign-star-elite-4-3,clear-campaign-star-elite-4,3,5,24,clear-campaign-star-elite-4,,,,200,,,,,,,,,
